Row_Index,Column,Dataset_1_Value,Dataset_2_Value
907,JobFunctionGroup,Labor & Site Work,Engineering
908,Age,,29
908,DOB,,1994
908,JobFunctionGroup,Field Operations,Engineering
908,TenureDays,1507,791
909,Age,,29
909,DOB,,1994
909,IsActive,False,True
909,JobFunctionGroup,Field Operations,Finance & Analysis
910,Age,,29
910,DOB,,1994
910,IsActive,False,True
910,JobFunctionGroup,Project / Site Management,Finance & Analysis
911,Age,,28
911,DOB,,1995
911,JobFunctionGroup,Maintenance & Logistics,Engineering
911,TenureDays,1903,1187
912,Age,,28
912,DOB,,1995
912,IsActive,False,True
912,JobFunctionGroup,Project / Site Management,Engineering
913,Age,,28
913,DOB,,1995
913,IsActive,False,True
914,Age,,28
914,DOB,,1995
914,TenureDays,1504,788
915,Age,,29
915,DOB,,1994
915,IsActive,False,True
915,JobFunctionGroup,Field Operations,Finance & Analysis
916,Age,,29
916,DOB,,1994
916,IsActive,False,True
916,JobFunctionGroup,Project / Site Management,Finance & Analysis
917,Age,,29
917,DOB,,1994
917,JobFunctionGroup,Project / Site Management,Finance & Analysis
917,TenureDays,1183,467
918,Age,,28
918,DOB,,1995
918,TenureDays,1054,338
919,Age,,28
919,DOB,,1995
919,IsActive,False,True
919,JobFunctionGroup,Labor & Site Work,Engineering
920,Age,,28
920,DOB,,1995
920,IsActive,False,True
920,JobFunctionGroup,Project / Site Management,Engineering
921,Age,,28
921,DOB,,1995
922,Age,,29
922,DOB,,1994
922,IsActive,False,True
922,JobFunctionGroup,Project / Site Management,Finance & Analysis
923,Age,57.11978097193703,29
923,DOB,1968-11-02,1994
923,JobFunctionGroup,Labor & Site Work,Finance & Analysis
923,TenureDays,1383,667
924,Age,27.78370978781657,29
924,DOB,1998-03-05,1994
924,JobFunctionGroup,Field Operations,Finance & Analysis
924,TenureDays,1724,1008
925,Age,,28
925,DOB,,1995
925,IsActive,False,True
925,JobFunctionGroup,Field Operations,Engineering
926,Age,79.78644763860369,28
926,DOB,1946-03-04,1995
926,IsActive,False,True
926,JobFunctionGroup,Project / Site Management,Engineering
927,Age,66.61190965092402,28
927,DOB,1959-05-07,1995
927,JobFunctionGroup,Other,Engineering
928,Age,,30
928,DOB,,1993
928,IsActive,False,True
928,JobFunctionGroup,Project / Site Management,Admin & Support
929,Age,37.51129363449692,29
929,DOB,1988-06-12,1994
929,IsActive,False,True
929,JobFunctionGroup,Engineering,Finance & Analysis
930,Age,53.451060917180016,29
930,DOB,1972-07-04,1994
930,IsActive,False,True
930,JobFunctionGroup,Executive & Leadership,Finance & Analysis
931,Age,,29
931,DOB,,1994
931,IsActive,False,True
931,JobFunctionGroup,Labor & Site Work,Finance & Analysis
932,Age,,28
932,DOB,,1995
932,JobFunctionGroup,Project / Site Management,Engineering
932,TenureDays,2516,1800
933,Age,,28
933,DOB,,1995
933,JobFunctionGroup,Field Operations,Engineering
933,TenureDays,1569,853
934,Age,,28
934,DOB,,1995
934,JobFunctionGroup,Project / Site Management,Finance & Analysis
935,Age,42.182067077344286,30
935,DOB,1983-10-11,1993
935,IsActive,False,True
935,JobFunctionGroup,Field Operations,Admin & Support
936,Age,,29
936,DOB,,1994
936,JobFunctionGroup,Labor & Site Work,Finance & Analysis
936,TenureDays,872,156
937,Age,,29
937,DOB,,1994
937,IsActive,False,True
937,JobFunctionGroup,Admin & Support,Finance & Analysis
938,Age,,29
938,DOB,,1994
938,JobFunctionGroup,Field Operations,Finance & Analysis
938,TenureDays,2337,1621
939,Age,,28
939,DOB,,1995
939,IsActive,False,True
939,JobFunctionGroup,Labor & Site Work,Engineering
940,Age,35.34565366187543,28
940,DOB,1990-08-12,1995
940,JobFunctionGroup,Project / Site Management,Engineering
940,TenureDays,1897,1181
941,Age,,28
941,DOB,,1995
941,TenureDays,2082,1366
942,Age,,30
942,DOB,,1993
942,JobFunctionGroup,Project / Site Management,Admin & Support
942,TenureDays,1726,1010
943,Age,,30
943,DOB,,1993
943,JobFunctionGroup,Other,Admin & Support
943,TenureDays,1307,591
944,Age,68.61054072553046,29
944,DOB,1957-05-07,1994
944,IsActive,False,True
944,JobFunctionGroup,Field Operations,Finance & Analysis
945,Age,,29
945,DOB,,1994
945,JobFunctionGroup,Project / Site Management,Finance & Analysis
945,TenureDays,1118,402
946,Age,,29
946,DOB,,1994
946,IsActive,False,True
946,JobFunctionGroup,Labor & Site Work,Finance & Analysis
947,Age,83.26078028747433,28
947,DOB,1942-09-12,1995
947,JobFunctionGroup,Project / Site Management,Engineering
947,TenureDays,2354,1638
948,Age,26.444900752908968,28
948,DOB,1999-07-07,1995
948,JobFunctionGroup,Internship,Finance & Analysis
948,TenureDays,1616,900
949,Age,67.02258726899385,30
949,DOB,1958-12-08,1993
949,IsActive,False,True
949,JobFunctionGroup,Project / Site Management,Admin & Support
950,Age,,30
950,DOB,,1993
950,IsActive,False,True
950,JobFunctionGroup,Field Operations,Admin & Support
951,Age,50.78165639972622,29
951,DOB,1975-03-06,1994
951,JobFunctionGroup,Engineering,Finance & Analysis
951,TenureDays,1282,566
952,Age,,29
952,DOB,,1994
952,JobFunctionGroup,Project / Site Management,Finance & Analysis
952,TenureDays,1058,342
953,Age,72.61875427789185,29
953,DOB,1953-05-04,1994
953,JobFunctionGroup,Labor & Site Work,Finance & Analysis
953,TenureDays,1927,1211
954,Age,25.12251882272416,28
954,DOB,2000-11-01,1995
954,JobFunctionGroup,Project / Site Management,Engineering
954,TenureDays,1156,440
955,Age,,28
955,DOB,,1995
955,JobFunctionGroup,Project / Site Management,Finance & Analysis
955,TenureDays,2384,1668
956,Age,31.184120465434635,28
956,DOB,1994-10-10,1995
956,IsActive,False,True
956,JobFunctionGroup,Field Operations,Finance & Analysis
957,Age,69.76317590691308,30
957,DOB,1956-03-12,1993
957,IsActive,False,True
957,JobFunctionGroup,Labor & Site Work,Admin & Support
958,Age,59.605749486652975,30
958,DOB,1966-05-09,1993
958,JobFunctionGroup,Labor & Site Work,Admin & Support
958,TenureDays,2026,1310
959,Age,,29
959,DOB,,1994
959,IsActive,False,True
959,JobFunctionGroup,Field Operations,Finance & Analysis
960,Age,,29
960,DOB,,1994
960,IsActive,False,True
960,JobFunctionGroup,Labor & Site Work,Finance & Analysis
961,Age,,29
961,DOB,,1994
961,IsActive,False,True
961,JobFunctionGroup,Project / Site Management,Finance & Analysis
962,Age,63.096509240246405,29
962,DOB,1962-11-11,1994
962,JobFunctionGroup,Project / Site Management,Field Operations
962,TenureDays,2241,1525
963,Age,,29
963,DOB,,1994
963,TenureDays,2531,1815
964,Age,,29
964,DOB,,1994
964,JobFunctionGroup,Project / Site Management,Field Operations
964,TenureDays,2084,1368
965,Age,,29
965,DOB,,1994
965,IsActive,False,True
966,Age,,29
966,DOB,,1994
966,IsActive,False,True
966,JobFunctionGroup,Labor & Site Work,Field Operations
967,Age,,29
967,DOB,,1994
967,JobFunctionGroup,Labor & Site Work,Field Operations
967,TenureDays,2523,1807
968,Age,,29
968,DOB,,1994
968,JobFunctionGroup,Labor & Site Work,Field Operations
969,Age,69.27310061601642,29
969,DOB,1956-09-07,1994
969,IsActive,False,True
969,JobFunctionGroup,Engineering,Field Operations
970,Age,,29
970,DOB,,1994
970,IsActive,False,True
970,JobFunctionGroup,Labor & Site Work,Field Operations
971,Age,53.01026694045174,29
971,DOB,1972-12-12,1994
971,IsActive,False,True
971,JobFunctionGroup,Admin & Support,Field Operations
972,Age,,29
972,DOB,,1994
972,JobFunctionGroup,Project / Site Management,Field Operations
972,TenureDays,915,199
973,Age,70.70499657768652,29
973,DOB,1955-04-03,1994
973,IsActive,False,True
973,JobFunctionGroup,Labor & Site Work,Field Operations
974,Age,,29
974,DOB,,1994
974,TenureDays,2538,1822
975,Age,37.177275838466805,29
975,DOB,1988-10-12,1994
975,TenureDays,1558,842
976,Age,81.01848049281314,29
976,DOB,1944-12-09,1994
976,TenureDays,1622,906
977,Age,47.0280629705681,29
977,DOB,1978-12-06,1994
977,JobFunctionGroup,Project / Site Management,Field Operations
978,Age,,29
978,DOB,,1994
978,IsActive,False,True
978,JobFunctionGroup,Project / Site Management,Field Operations
979,Age,43.09924709103354,29
979,DOB,1982-11-10,1994
979,JobFunctionGroup,Labor & Site Work,Field Operations
979,TenureDays,1148,432
980,Age,,29
980,DOB,,1994
980,JobFunctionGroup,Admin & Support,Field Operations
980,TenureDays,987,271
981,Age,45.034907597535934,29
981,DOB,1980-12-03,1994
981,JobFunctionGroup,Project / Site Management,Field Operations
981,TenureDays,1735,1019
982,Age,44.70636550308008,29
982,DOB,1981-04-02,1994
983,Age,80.35592060232717,29
983,DOB,1945-08-08,1994
983,IsActive,False,True
983,JobFunctionGroup,Labor & Site Work,Field Operations
984,Age,,29
984,DOB,,1994
984,JobFunctionGroup,Project / Site Management,Field Operations
984,TenureDays,2359,1643
985,Age,,29
985,DOB,,1994
985,TenureDays,2371,1655
986,Age,82.76522929500342,29
986,DOB,1943-03-12,1994
986,IsActive,False,True
986,JobFunctionGroup,Finance & Analysis,Field Operations
987,Age,59.53730321697468,29
987,DOB,1966-06-03,1994
987,IsActive,False,True
987,JobFunctionGroup,Labor & Site Work,Field Operations
988,Age,,29
988,DOB,,1994
988,TenureDays,1942,1226
989,Age,72.26009582477755,29
989,DOB,1953-09-12,1994
989,JobFunctionGroup,Labor & Site Work,Field Operations
989,TenureDays,2077,1361
990,Age,76.86789869952088,29
990,DOB,1949-02-02,1994
990,JobFunctionGroup,Project / Site Management,Field Operations
990,TenureDays,1722,1006
991,Age,,29
991,DOB,,1994
991,JobFunctionGroup,Project / Site Management,Field Operations
991,TenureDays,2638,1922
992,Age,41.93018480492813,29
992,DOB,1984-01-11,1994
992,JobFunctionGroup,Labor & Site Work,Field Operations
992,TenureDays,939,223
993,Age,,29
993,DOB,,1994
993,JobFunctionGroup,Project / Site Management,Field Operations
993,TenureDays,1656,940
994,Age,,29
994,DOB,,1994
994,IsActive,False,True
994,JobFunctionGroup,Admin & Support,Field Operations
995,Age,31.20602327173169,29
995,DOB,1994-10-02,1994
996,Age,33.76317590691308,29
996,DOB,1992-03-12,1994
996,JobFunctionGroup,Labor & Site Work,Field Operations
996,TenureDays,1270,554
997,Age,43.02258726899384,29
997,DOB,1982-12-08,1994
997,JobFunctionGroup,Labor & Site Work,Field Operations
998,Age,,29
998,DOB,,1994
998,TenureDays,2326,1610
999,Age,,29
999,DOB,,1994
1000,Age,72.6050650239562,29
1000,DOB,1953-05-09,1994
1000,JobFunctionGroup,Project / Site Management,Field Operations
1000,TenureDays,2489,1773
1001,Age,,29
1001,DOB,,1994
1001,JobFunctionGroup,Executive & Leadership,Field Operations
1001,TenureDays,1104,388
1002,Age,81.28678986995209,29
1002,DOB,1944-09-02,1994
1003,Age,,29
1003,DOB,,1994
1003,JobFunctionGroup,Maintenance & Logistics,Field Operations
1004,Age,,29
1004,DOB,,1994
1004,JobFunctionGroup,Labor & Site Work,Field Operations
1004,TenureDays,2468,1752
1005,Age,,29
1005,DOB,,1994
1005,JobFunctionGroup,Admin & Support,Field Operations
1005,TenureDays,2343,1627
1006,Age,,29
1006,DOB,,1994
1006,IsActive,False,True
1006,JobFunctionGroup,Admin & Support,Field Operations
1007,Age,,29
1007,DOB,,1994
1007,IsActive,False,True
1007,JobFunctionGroup,Other,Field Operations
1008,Age,,29
1008,DOB,,1994
1008,JobFunctionGroup,Labor & Site Work,Field Operations
1008,TenureDays,1600,884
1009,Age,,29
1009,DOB,,1994
1009,JobFunctionGroup,Labor & Site Work,Field Operations
1009,TenureDays,1145,429
1010,Age,,29
1010,DOB,,1994
1010,JobFunctionGroup,Project / Site Management,Field Operations
1010,TenureDays,1874,1158
1011,Age,,29
1011,DOB,,1994
1011,IsActive,False,True
1011,JobFunctionGroup,Project / Site Management,Field Operations
1012,Age,,29
1012,DOB,,1994
1012,IsActive,False,True
1012,JobFunctionGroup,Labor & Site Work,Field Operations
1013,Age,,29
1013,DOB,,1994
1013,JobFunctionGroup,Other,Field Operations
1013,TenureDays,865,149
1014,Age,,29
1014,DOB,,1994
1014,IsActive,False,True
1014,JobFunctionGroup,Labor & Site Work,Field Operations
1015,Age,32.435318275154,29
1015,DOB,1993-07-10,1994
1015,JobFunctionGroup,Health & Safety,Field Operations
1015,TenureDays,2637,1921
1016,Age,,29
1016,DOB,,1994
1016,TenureDays,2326,1610
1017,Age,,29
1017,DOB,,1994
1017,JobFunctionGroup,Labor & Site Work,Field Operations
1017,TenureDays,2266,1550
1018,Age,,29
1018,DOB,,1994
1018,JobFunctionGroup,Labor & Site Work,Field Operations
1019,Age,28.684462696783022,29
1019,DOB,1997-04-10,1994
1019,JobFunctionGroup,Other,Field Operations
1020,Age,,29
1020,DOB,,1994
1020,JobFunctionGroup,Project / Site Management,Field Operations
1021,Age,,29
1021,DOB,,1994
1021,TenureDays,1920,1204
1022,Age,,29
1022,DOB,,1994
1022,JobFunctionGroup,Admin & Support,Field Operations
1022,TenureDays,1127,411
1023,Age,,29
1023,DOB,,1994
1023,JobFunctionGroup,Project / Site Management,Field Operations
1024,Age,,29
1024,DOB,,1994
1024,TenureDays,1081,365
1025,Age,,29
1025,DOB,,1994
1025,JobFunctionGroup,Other,Field Operations
1025,TenureDays,2457,1741
1026,Age,,29
1026,DOB,,1994
1026,JobFunctionGroup,Engineering,Field Operations
1026,TenureDays,1000,284
1027,Age,48.76386036960986,29
1027,DOB,1977-03-12,1994
1028,Age,,29
1028,DOB,,1994
1028,JobFunctionGroup,Admin & Support,Field Operations
1028,TenureDays,2181,1465
1029,Age,69.18822724161534,29
1029,DOB,1956-10-08,1994
1029,IsActive,False,True
1029,JobFunctionGroup,Engineering,Field Operations
1030,Age,48.369609856262834,29
1030,DOB,1977-08-03,1994
1030,TenureDays,2580,1864
1031,Age,,29
1031,DOB,,1994
1031,JobFunctionGroup,Project / Site Management,Field Operations
1031,TenureDays,1794,1078
1032,Age,79.34565366187543,29
1032,DOB,1946-08-12,1994
1032,TenureDays,1560,844
1033,Age,,29
1033,DOB,,1994
1033,IsActive,False,True
1033,JobFunctionGroup,Project / Site Management,Field Operations
1034,Age,24.78850102669405,29
1034,DOB,2001-03-03,1994
1034,IsActive,False,True
1035,Age,65.77686516084873,29
1035,DOB,1960-03-07,1994
1035,JobFunctionGroup,Engineering,Field Operations
1035,TenureDays,887,171
1036,Age,,29
1036,DOB,,1994
1036,TenureDays,1898,1182
1037,Age,68.20807665982204,29
1037,DOB,1957-10-01,1994
1037,JobFunctionGroup,Project / Site Management,Field Operations
1037,TenureDays,2515,1799
1038,Age,,29
1038,DOB,,1994
1038,IsActive,False,True
1038,JobFunctionGroup,Finance & Analysis,Field Operations
1039,Age,36.77481177275838,29
1039,DOB,1989-03-08,1994
1039,JobFunctionGroup,Engineering,Field Operations
1039,TenureDays,1748,1032
1040,Age,,29
1040,DOB,,1994
1040,JobFunctionGroup,HR / Talent,Field Operations
1040,TenureDays,992,276
1041,Age,,29
1041,DOB,,1994
1041,JobFunctionGroup,Labor & Site Work,Field Operations
1041,TenureDays,2546,1830
1042,Age,,29
1042,DOB,,1994
1042,TenureDays,1548,832
1043,Age,,29
1043,DOB,,1994
1043,JobFunctionGroup,Admin & Support,Field Operations
1043,TenureDays,1042,326
1044,Age,65.68651608487338,29
1044,DOB,1960-04-09,1994
1045,Age,,29
1045,DOB,,1994
1045,TenureDays,1568,852
1046,Age,83.19507186858316,29
1046,DOB,1942-10-06,1994
1046,JobFunctionGroup,Labor & Site Work,Field Operations
1046,TenureDays,1908,1192
1047,Age,,29
1047,DOB,,1994
1047,JobFunctionGroup,Engineering,Field Operations
1048,Age,,29
1048,DOB,,1994
1048,IsActive,False,True
1048,JobFunctionGroup,Labor & Site Work,Field Operations
1049,Age,63.10746064339494,29
1049,DOB,1962-11-07,1994
1049,JobFunctionGroup,Project / Site Management,Field Operations
1050,Age,62.26146475017112,29
1050,DOB,1963-09-12,1994
1050,IsActive,False,True
1050,JobFunctionGroup,Labor & Site Work,Field Operations
1051,Age,,29
1051,DOB,,1994
1051,IsActive,False,True
1051,JobFunctionGroup,Other,Field Operations
1052,Age,74.03422313483915,29
1052,DOB,1951-12-04,1994
1052,JobFunctionGroup,Project / Site Management,Field Operations
1052,TenureDays,1805,1089
1053,Age,,29
1053,DOB,,1994
1053,JobFunctionGroup,Maintenance & Logistics,Field Operations
1053,TenureDays,2524,1808
1054,Age,25.437371663244356,29
1054,DOB,2000-07-09,1994
1054,TenureDays,1007,291
1055,Age,73.86995208761122,29
1055,DOB,1952-02-02,1994
1055,JobFunctionGroup,Executive & Leadership,Field Operations
1055,TenureDays,2227,1511
1056,Age,,29
1056,DOB,,1994
1056,IsActive,False,True
1056,JobFunctionGroup,Maintenance & Logistics,Field Operations
1057,Age,34.458590006844624,29
1057,DOB,1991-07-02,1994
1057,JobFunctionGroup,Labor & Site Work,Field Operations
1057,TenureDays,2051,1335
1058,Age,,29
1058,DOB,,1994
1058,IsActive,False,True
1058,JobFunctionGroup,Labor & Site Work,Field Operations
1059,Age,,29
1059,DOB,,1994
1059,JobFunctionGroup,Engineering,Field Operations
1059,TenureDays,2476,1760
1060,Age,,29
1060,DOB,,1994
1060,IsActive,False,True
1061,Age,,29
1061,DOB,,1994
1061,JobFunctionGroup,Project / Site Management,Field Operations
1062,Age,,29
1062,DOB,,1994
1062,TenureDays,1841,1125
1063,Age,,29
1063,DOB,,1994
1063,JobFunctionGroup,Executive & Leadership,Field Operations
1063,TenureDays,2317,1601
1064,Age,,29
1064,DOB,,1994
1064,JobFunctionGroup,Project / Site Management,Field Operations
1064,TenureDays,2108,1392
1065,Age,70.02327173169063,29
1065,DOB,1955-12-08,1994
1065,JobFunctionGroup,Engineering,Field Operations
1065,TenureDays,2050,1334
1066,Age,,29
1066,DOB,,1994
1066,JobFunctionGroup,Labor & Site Work,Field Operations
1066,TenureDays,1231,515
1067,Age,76.76386036960986,29
1067,DOB,1949-03-12,1994
1067,JobFunctionGroup,Project / Site Management,Field Operations
1068,Age,54.92950034223135,29
1068,DOB,1971-01-11,1994
1068,JobFunctionGroup,Labor & Site Work,Field Operations
1068,TenureDays,1626,910
1069,Age,,29
1069,DOB,,1994
1069,IsActive,False,True
1070,Age,30.015058179329227,29
1070,DOB,1995-12-11,1994
1070,JobFunctionGroup,Engineering,Field Operations
1070,TenureDays,1869,1153
1071,Age,,29
1071,DOB,,1994
1071,IsActive,False,True
1071,JobFunctionGroup,Executive & Leadership,Field Operations
1072,Age,,29
1072,DOB,,1994
1072,IsActive,False,True
1073,Age,40.86789869952088,29
1073,DOB,1985-02-02,1994
1073,TenureDays,2409,1693
1074,Age,26.209445585215605,29
1074,DOB,1999-10-01,1994
1074,IsActive,False,True
1075,Age,,29
1075,DOB,,1994
1075,IsActive,False,True
1075,JobFunctionGroup,Admin & Support,Field Operations
1076,Age,,29
1076,DOB,,1994
1076,IsActive,False,True
1076,JobFunctionGroup,Other,Field Operations
1077,Age,,29
1077,DOB,,1994
1077,IsActive,False,True
1078,Age,,29
1078,DOB,,1994
1078,JobFunctionGroup,Project / Site Management,Field Operations
1078,TenureDays,2148,1432
1079,Age,,29
1079,DOB,,1994
1079,IsActive,False,True
1079,JobFunctionGroup,Engineering,Field Operations
1080,Age,,29
1080,DOB,,1994
1080,JobFunctionGroup,Admin & Support,Field Operations
1080,TenureDays,1609,893
1081,Age,,29
1081,DOB,,1994
1081,TenureDays,941,225
1082,Age,,29
1082,DOB,,1994
1082,JobFunctionGroup,Admin & Support,Field Operations
1082,TenureDays,1310,594
1083,Age,,29
1083,DOB,,1994
1083,TenureDays,1737,1021
1084,Age,30.45037645448323,29
1084,DOB,1995-07-05,1994
1084,JobFunctionGroup,Labor & Site Work,Field Operations
1085,Age,,29
1085,DOB,,1994
1085,JobFunctionGroup,Labor & Site Work,Field Operations
1086,Age,32.20260095824778,29
1086,DOB,1993-10-03,1994
1086,JobFunctionGroup,Engineering,Field Operations
1086,TenureDays,2187,1471
1087,Age,42.03148528405202,29
1087,DOB,1983-12-05,1994
1087,JobFunctionGroup,Project / Site Management,Field Operations
